Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Spliceosome,-0.4181935309453763,-1.666912624150209,0.0,0.07394888705688377,0.239,69/125,40.00%,lsm6;hnrnpa3;u2af1;prpf6;rp9;sf3b6;rbm8a;hnrnpc;u2surp;cwc15;snrpd3;snw1;tra2b;ncbp1;snrnp27;pcbp1;hspa1a;usp39;ppih;prpf8;magoh;srsf1;ddx46;prpf4;syf2;smndc1;cdc40;srsf3;thoc3;srsf4;rbmxl2;ncbp2;srsf7;srsf2;thoc2;thoc1;wbp11;srsf5;plrg1;pqbp1;srsf6;prpf18;srsf10;hnrnpk;lsm5;u2af1l4;prpf40a;rbm25;sf3a2;cherp;snrnp40;tra2a;sf3a3;hnrnpu;snrpg;dhx16;snrpd2;acin1;crnkl1;xab2;snrpa;zmat2;bud31;cdc5l;prpf3;fus;sf3b5;prpf31;dhx15
prerank,Pancreatic secretion,-0.4020131894030135,-1.6257516258524658,0.0,0.08793624622148942,0.307,19/94,1.25%,cela3a;clca1;prss3;ctrl;amy2b;cpb1;cela2a;cpa2;pnliprp1;prss1;pla2g1b;pnlip;cckar;cpa1;ctrb1;pnliprp2;cela3b;prss2;cel
prerank,Hematopoietic cell lineage,0.5836867519156859,1.6177360394588558,0.003386004514672686,0.08500492973484598,0.435,41/66,26.92%,epo;itga2;itga6;cd14;cd9;cd36;il1r2;itga3;csf2;il3ra;gp1bb;il9r;il7;gypa;cd8a;dntt;cd7;csf2ra;tfrc;cd3g;cd5;itgb3;cd22;tnf;flt3;epor;cd2;il4;cd33;cd3d;csf3r;cd34;cd44;cd3e;il11;csf1r;mme;csf3;itga5;itga4;cd19
prerank,GnRH signaling pathway,0.5695213933726427,1.6169288121295131,0.001088139281828074,0.07560412257292722,0.439,29/84,18.93%,adcy8;calml3;adcy1;pla2g4f;calml4;src;cga;itpr3;adcy2;mapk7;hbegf;cacna1c;gnrh1;mapk11;mmp2;pla2g4d;camk2a;adcy7;mapk13;mapk3;prkca;cacna1f;adcy3;mmp14;plcb2;prkcd;lhb;camk2b;adcy6
prerank,Protein export,-0.5683394834990813,-1.6101295050455602,0.017467248908296942,0.08844187963726298,0.335,15/21,31.61%,immp2l;sec63;spcs2;immp1l;spcs3;hspa5;sec62;oxa1l;sec61b;srp68;sec61a1;sec61g;srprb;srp72;sec11a
prerank,Steroid biosynthesis,-0.5788374012498333,-1.6025776989332319,0.03773584905660377,0.08381923105748333,0.346,8/18,17.41%,cel;tm7sf2;ebp;sc5d;msmo1;cyp2r1;nsdhl;fdft1
prerank,Oocyte meiosis,0.5472555197027358,1.5919244208914258,0.0010582010582010583,0.0972919031113565,0.562,27/107,14.58%,adcy8;calml3;adcy1;ccnb1;plk1;ccnb2;pkmyt1;calml4;cdc20;cdc25c;cdk1;bub1;itpr3;ccne1;adcy2;espl1;aurka;rps6ka1;ywhah;mapk11;mad2l1;camk2a;adcy7;mapk13;cpeb1;fbxo5;mapk3
prerank,Metabolism of xenobiotics by cytochrome P450,0.6089866086980131,1.5743226558952408,0.005973715651135006,0.11205889389896015,0.646,19/42,14.32%,sult2a1;cbr3;gsta1;gstm3;aldh3a1;mgst3;cbr1;gstm1;ugt1a8;ugt1a9;ephx1;aldh3b1;gstm4;gsta4;hpgds;mgst2;ugt2a1;cyp1a1;gstm2
prerank,Chemokine signaling pathway,0.5258583007702853,1.5651708872408832,0.0,0.11571914971933377,0.688,69/171,22.05%,ccl20;adcy8;adcy1;shc2;cxcr1;src;ccl17;pak1;cx3cl1;cx3cr1;cxcl14;adcy2;ccr3;cxcr4;shc4;ccl2;ccl5;ccl4;cxcl16;cxcr3;shc3;cxcl9;ccr8;rasgrp2;ccl22;elmo1;ccr2;ccl3;gng2;ccr1;was;ccr10;adcy7;gnai1;pik3cd;ccr7;fgr;mapk3;pf4;ccl19;ccl1;cxcl10;ccl7;vav1;adcy3;ccr6;gngt2;gng8;ccr4;plcb2;cxcl3;ccl11;pik3cg;ccl8;xcl1;prkcd;cxcl5;hck;dock2;rac2;adcy6;arrb1;gnb5;vav3;pik3r5;arrb2;plcg2;pik3r6;gnb3
prerank,Inflammatory mediator regulation of TRP channels,0.5469331946905925,1.558663814305996,0.002150537634408602,0.11624551394129015,0.722,31/90,18.96%,adcy8;calml3;adcy1;pla2g4f;trpa1;f2rl1;calml4;src;ngf;itpr3;adcy2;trpv4;bdkrb2;trpm8;hrh1;mapk11;pla2g4d;camk2a;adcy7;pik3cd;mapk13;pla2g6;prkca;adcy3;plcb2;trpv2;prkcd;prkch;camk2b;adcy6;asic3
prerank,Ether lipid metabolism,0.6037154110306533,1.5577973192743064,0.012956419316843345,0.10887952941509581,0.727,23/42,22.68%,pla2g2e;gal3st1;pla2g4f;pla2g5;plb1;gdpd1;lpcat4;plpp2;pla2g7;pla2g2a;gdpd3;lpcat2;pafah1b3;pla2g4d;pla2g6;pla2g2c;pld3;enpp2;pld4;pla2g4c;pld2;pla2g10;lpcat1
prerank,Terpenoid backbone biosynthesis,-0.5156852104079207,-1.5527739201649347,0.027777777777777776,0.10420445177246496,0.431,9/22,17.77%,idi1;fdps;pmvk;acat1;dhdds;idi2;mvk;hmgcs2;hmgcs1
prerank,Pyruvate metabolism,-0.45326542244823176,-1.5430253543265957,0.01948051948051948,0.10303760542837212,0.453,18/40,13.33%,adh4;acss2;ldhd;ldhal6b;adh7;acyp1;acacb;hagh;adh5;mdh1;glo1;dlat;pck1;dld;aldh7a1;acat1;acot12;ldha
prerank,ErbB signaling pathway,0.5428529844141199,1.5333295692487967,0.0075107296137339056,0.13692410837529084,0.817,19/83,14.85%,areg;pak6;shc2;nrg1;cdkn1a;btc;src;pak3;pak1;nrg2;nck2;shc4;hbegf;shc3;camk2a;pik3cd;nrg4;mapk3;prkca
prerank,Renal cell carcinoma,0.5388454448806359,1.4920162993985302,0.023204419889502764,0.21461623876568203,0.948,7/64,4.44%,pak6;arnt2;cdkn1a;pak3;pak1;tgfb2;pdgfb
prerank,"Alanine, aspartate and glutamate metabolism",-0.43905022351154865,-1.4810118949249746,0.04242424242424243,0.14005417500883288,0.583,13/34,9.56%,rimkla;agxt;nit2;aspa;cps1;glul;aldh4a1;gls2;ass1;abat;gfpt2;ppat;aldh5a1
prerank,Bile secretion,0.5258900120579376,1.4690062194028972,0.009868421052631578,0.2589914419803073,0.971,17/70,8.34%,sult2a1;adcy8;adcy1;abcc4;cftr;slc5a1;sct;atp1a4;sctr;slc51b;slc4a5;adcy2;ugt1a8;ugt1a9;ephx1;abcc3;atp1a2
prerank,PPAR signaling pathway,-0.3798638710074135,-1.4583026621631674,0.02197802197802198,0.1499752679307502,0.626,19/69,10.17%,ucp1;cyp8b1;acsl6;adipoq;fabp1;cyp7a1;plin1;scp2;slc27a5;acsl1;cyp27a1;olr1;apoa5;apoc3;acox1;acsbg2;pck1;slc27a2;cpt2
prerank,Cell adhesion molecules,0.5032402446065115,1.4561011674164348,0.007391763463569166,0.2817977795700962,0.979,52/115,23.80%,cldn7;cldn4;madcam1;cldn23;pdcd1;itga6;ctla4;vtcn1;pdcd1lg2;vcam1;sele;cldn6;nrxn2;cntnap1;spn;cd8a;itga8;cd276;cd6;lrrc4b;cd28;cldn11;itgb8;negr1;mpzl1;cntn2;icam1;f11r;selplg;cd40;nrxn1;pecam1;nlgn2;cd22;alcam;esam;cldn8;vsir;pvr;cd2;cdh4;cd86;ptprc;ptprm;itgb2;cd34;cldn22;cldn14;sell;cdh1;cldn24;l1cam
prerank,Gap junction,0.5117464602790002,1.4553662887666408,0.014038876889848811,0.26831978569164544,0.979,25/79,17.09%,adcy8;adcy1;tubb2b;src;cdk1;tuba8;tubb3;itpr3;pdgfb;adcy2;mapk7;pdgfd;tubb6;adcy7;gnai1;tuba1a;lpar1;pdgfa;tubb2a;mapk3;prkca;adcy3;tuba1b;pdgfrb;plcb2
prerank,Folate biosynthesis,-0.4731171860816311,-1.4542663086821734,0.05405405405405406,0.14492992580379227,0.638,8/21,11.83%,alpi;gphn;pah;qdpr;fpgs;tph2;mocs2;pts
prerank,Natural killer cell mediated cytotoxicity,0.5113069025611972,1.451705079886001,0.015037593984962405,0.26460563850963564,0.984,40/88,26.26%,shc2;pak1;shc4;csf2;prf1;ncr1;cd244;ulbp1;shc3;klrd1;cd247;tnfrsf10b;hcst;lck;fcer1g;lat;pik3cd;cd48;ifngr1;mapk3;icam1;prkca;vav1;tnf;raet1e;tyrobp;syk;nfatc2;rac2;ifngr2;vav3;gzmb;plcg2;itgb2;bid;ptpn6;sh2d1a;klrc1;lcp2;prkcb
prerank,Rheumatoid arthritis,0.5143119825615036,1.4467370893567555,0.026997840172786176,0.26531591055489095,0.984,30/71,22.73%,ccl20;atp6v1b1;ctla4;tgfb2;ltb;tnfsf13;ctsk;csf2;ccl2;ccl5;cd28;il23a;angpt1;tnfsf13b;ccl3;tlr2;tnfrsf11a;icam1;cxcl3;tnf;tgfb3;cxcl5;atp6v0d2;atp6v1g2;tcirg1;cd86;atp6v0e2;itgb2;il15;il11
prerank,ECM-receptor interaction,0.5133626369277424,1.445527327479946,0.016146393972012917,0.2557783065374857,0.984,33/85,16.15%,itga2;spp1;col4a3;lamc3;npnt;itga6;col9a2;lama5;hmmr;col4a5;cd36;lamc2;itgb6;itga3;col4a1;col4a4;col9a1;gp1bb;col4a2;col6a3;itga8;lama2;dmp1;frem2;col6a6;itga11;itgb8;thbs1;thbs2;vwf;lamc1;itgb3;tnr
prerank,Cytokine-cytokine receptor interaction,0.4827370844130792,1.4398940159536417,0.0,0.25864728075825894,0.987,95/236,18.29%,ccl20;epo;bmp8b;inhbb;cxcr1;lif;il1rn;cxcl17;tnfrsf12a;tnfrsf9;ccl17;ngf;cx3cl1;clcf1;lepr;cx3cr1;gdf1;tgfb2;ifnlr1;cxcl14;ltb;il19;ccr3;tnfsf13;cxcr4;il1r2;eda2r;il12b;csf2;tnfsf18;gdf3;tnfsf8;tnfsf4;ccl2;il3ra;il34;ccl5;osm;inha;il9r;ccl4;cxcl16;il7;cxcr3;tnfrsf8;cxcl9;tnfrsf18;ccr8;il10;il23a;tnfrsf10b;ccl22;ccr2;eda;il17d;tnfsf13b;ccl3;osmr;ccr1;ccr10;ccr7;csf2ra;il22ra1;tnfrsf11a;tgfbr2;il10ra;ifngr1;csf2rb;pf4;ccl19;ccl1;ebi3;cxcl10;il21;ccl7;cd40;relt;ccr6;tnfrsf19;tnfsf9;ccr4;cxcl3;tnf;il10rb;ccl11;ccl8;il2rg;xcl1;tgfb3;crlf2;il2rb;cxcl5;bmp6;bmp4;acvrl1
prerank,Tryptophan metabolism,-0.4220831587943857,-1.4380953547224185,0.0379746835443038,0.14909073274816934,0.671,20/40,14.55%,aadat;cyp1a2;kynu;aldh8a1;gcdh;kmo;haao;ido1;asmt;tph2;tdo2;ido2;cat;dld;aldh7a1;acat1;ddc;afmid;echs1;dlst
prerank,Fc epsilon RI signaling pathway,0.5182937275722698,1.4343708546546594,0.03131991051454139,0.26308704854345627,0.991,24/64,21.55%,pla2g4f;csf2;fcer1a;alox5;mapk11;fcer1g;lat;pla2g4d;pik3cd;mapk13;mapk3;prkca;inpp5d;vav1;tnf;gab2;syk;rac2;ms4a2;vav3;il4;pla2g4c;plcg2;btk
prerank,Fluid shear stress and atherosclerosis,0.48686779047144313,1.4176619118245306,0.008290155440414507,0.29822244716419744,0.994,41/126,19.60%,gsta1;calml3;gstm3;nqo1;calml4;src;mgst3;plat;gstm1;pdgfb;trpv4;vcam1;il1r2;sele;ccl2;gpc1;arhgef2;gstm4;nppc;gsta4;mapk7;mgst2;mapk11;hmox1;mmp2;pik3cd;cav2;mapk13;pdgfa;gstm2;icam1;itgb3;pecam1;edn1;tnf;cyba;bcl2;bmp4;rac2;ncf2;thbd
prerank,Sphingolipid metabolism,0.5364125306219595,1.4109169910319506,0.056128293241695305,0.30549855525904107,0.998,18/45,20.49%,gal3st1;psapl1;smpd3;b4galt6;sphk1;plpp2;degs2;acer2;cers3;cerk;sgpp2;cers6;arsa;kdsr;sptlc2;psap;neu3;gla
prerank,ABC transporters,0.5420957194193919,1.4099779227939035,0.043942992874109264,0.2964551818844632,0.998,11/41,12.23%,abcc12;defb1;abcc4;cftr;abcd2;abcc5;abcc3;abcg1;abca5;abcg5;abcc1
prerank,Non-alcoholic fatty liver disease,-0.33554935789759865,-1.4073207510606285,0.034482758620689655,0.16806815059082167,0.729,69/141,29.17%,cyp2e1;adipoq;il6;lep;fos;adipor2;socs3;cox7b2;xbp1;prkag3;sdha;cox5a;uqcrb;cox7a2;cebpa;ndufs4;ndufb5;sdhd;ndufa5;ndufb11;uqcrc1;akt2;irs2;uqcrc2;uqcrh;cox7b;ndufs7;ndufc2;sdhb;ndufa3;cycs;uqcrfs1;ndufb2;ndufab1;mlxipl;pik3r1;rxra;ndufb8;prkaa2;uqcr11;ndufb10;ndufa9;cox7c;casp7;ndufa12;ndufs8;itch;irs1;uqcrq;ndufb6;ndufs6;cox6b1;il1a;pik3cb;cox7a1;ndufs5;srebf1;ndufb4;ndufa1;ndufc1;cox4i1;ndufv2;prkag2;pik3ca;ndufa13;ndufv1;ndufa6;nr1h3;mapk8
prerank,Leishmaniasis,0.5149352970074432,1.4052285033485612,0.04519774011299435,0.29936477749489615,0.999,28/56,27.35%,tgfb2;nos2;cybb;il12b;il10;mapk11;ncf4;mapk13;tlr2;ifngr1;mapk3;tnf;cyba;tgfb3;ncf2;ifngr2;il4;itgb2;ncf1;ptpn6;ptgs2;tgfb1;c3;irak4;prkcb;tab1;itga4;marcksl1
prerank,Glutathione metabolism,0.5278808737927774,1.4029378146408993,0.05961754780652419,0.2953539549619424,0.999,19/52,16.38%,gpx2;gsta1;gstm3;mgst3;gstm1;gpx7;rrm2;pgd;gstm4;gsta4;hpgds;gclc;gss;mgst2;ggt7;gpx4;gstm2;sms;gpx3
prerank,Cellular senescence,0.47667316541265403,1.3991130775234606,0.011270491803278689,0.2965650514211009,0.999,29/141,15.25%,serpine1;calml3;cdkn2b;ccnb1;ccnb2;calml4;cdkn1a;cdkn2a;cdk1;ccna2;foxm1;itpr3;ccne1;tgfb2;trpv4;igfbp3;mybl2;gadd45b;slc25a4;chek1;mapk11;rbl1;ccnd1;pik3cd;mapk13;tgfbr2;mapk3;cdc25a;e2f1
prerank,Small cell lung cancer,0.49015896603945497,1.3986735832408053,0.02258064516129032,0.28774847397319103,0.999,28/90,18.14%,cdkn2b;itga2;col4a3;lamc3;cdkn1a;itga6;lama5;ccne1;nos2;col4a5;lamc2;itga3;col4a1;col4a4;col4a2;gadd45b;lama2;apaf1;traf1;ccnd1;pik3cd;e2f1;ddb2;lamc1;bax;bcl2l1;bcl2;lamb3
prerank,Tuberculosis,0.46905588925857755,1.3984648167337441,0.009259259259259259,0.2790122210777228,0.999,44/140,20.30%,calml3;calml4;src;vdr;tlr1;cd14;tgfb2;itgax;nos2;camp;cd74;sphk1;il12b;tlr6;clec7a;ciita;il10;tlr9;il23a;mapk11;fcer1g;apaf1;camk2a;mapk13;tlr2;il10ra;ifngr1;mapk3;coro1a;ctss;bax;mrc2;tnf;il10rb;bcl2;card9;tgfb3;camk2b;syk;bcl10;atp6v0d2;ifngr2;tcirg1;lsp1
prerank,Hepatocellular carcinoma,0.4669711556822988,1.3967764851267395,0.01720647773279352,0.2747469402779056,0.999,37/160,16.95%,igf2;gsta1;wnt7a;shc2;gstm3;nqo1;wnt10a;wnt16;cdkn1a;cdkn2a;mgst3;gstm1;fzd9;tgfb2;shc4;gstm4;wnt7b;gadd45b;wnt10b;gsta4;fzd10;shc3;dpf1;mgst2;hmox1;ccnd1;pik3cd;tgfbr2;gstm2;mapk3;prkca;e2f1;ddb2;bax;bcl2l1;wnt11;wnt4
prerank,Phospholipase D signaling pathway,0.4748922990837746,1.394862990125626,0.013415892672858616,0.2717119106775866,0.999,51/139,22.12%,adcy8;adcy1;shc2;cxcr1;pla2g4f;lpar2;ptgfr;pdgfb;adcy2;sphk1;shc4;plpp2;fcer1a;lpar3;shc3;pdgfd;lpar5;ralgds;dgkd;cyth4;rapgef3;fcer1g;dnm3;pla2g4d;adcy7;pik3cd;lpar1;pdgfa;mapk3;prkca;adcy3;pdgfrb;plcb2;pik3cg;cyth3;dgkz;gab2;rras;agpat1;syk;adcy6;grm2;ms4a2;pik3r5;dgkg;ralb;pla2g4c;plcg2;avpr2;pik3r6;pld2
prerank,AGE-RAGE signaling pathway in diabetic complications,0.48741100633209833,1.391724659595446,0.03400637619553666,0.27110853690882813,0.999,29/97,17.75%,serpine1;col4a3;tgfb2;cybb;col4a5;vcam1;sele;col4a1;plcd3;col4a4;ccl2;col4a2;ager;mapk11;mmp2;ccnd1;pik3cd;mapk13;tgfbr2;mapk3;icam1;prkca;bax;edn1;plcb2;tnf;bcl2;prkcd;tgfb3
prerank,C-type lectin receptor signaling pathway,0.48010238862299515,1.369838430829702,0.03023758099352052,0.3228914801035902,1.0,29/96,18.60%,calml3;calml4;src;ccl17;pak1;itpr3;casp1;il12b;egr2;relb;nfkb2;clec7a;il10;il23a;ccl22;egr3;il17d;mapk11;fcer1g;pik3cd;mapk13;mapk3;tnf;card9;prkcd;rras;syk;bcl10;nfatc2
prerank,Aminoacyl-tRNA biosynthesis,-0.4418162227940441,-1.3670101164042876,0.07339449541284404,0.20702043649932747,0.815,17/25,38.40%,nars2;sepsecs;lars2;pstk;rars2;sars2;hars2;fars2;ears2;mtfmt;yars2;tars2;vars2;gatc;cars2;aars2;qrsl1
prerank,Chagas disease,0.4756978233526073,1.366513252082591,0.029692470837751856,0.32297843624428696,1.0,30/97,17.75%,serpine1;adcy1;tgfb2;nos2;il12b;ccl2;ccl5;ace;ppp2r2b;bdkrb2;tlr6;il10;cd247;tlr9;mapk11;ccl3;gnai1;pik3cd;mapk13;tlr2;tgfbr2;ifngr1;mapk3;c1qa;cd3g;c1qb;c1qc;plcb2;tnf;tgfb3
prerank,Platelet activation,0.46538295856687373,1.363838944325397,0.023060796645702306,0.32173657415582513,1.0,40/117,22.51%,adcy8;adcy1;f2rl3;itga2;pla2g4f;src;itpr3;adcy2;gp1bb;myl12b;rasgrp2;mapk11;vasp;fcer1g;pla2g4d;adcy7;gnai1;pik3cd;mapk13;myl12a;mapk3;vwf;fermt3;adcy3;itgb3;plcb2;pik3cg;syk;adcy6;p2ry1;pik3r5;mylk4;tbxas1;col1a1;pla2g4c;plcg2;btk;pik3r6;nos3;p2ry12
prerank,alpha-Linolenic acid metabolism,0.5817587782768505,1.3628791068414536,0.10951760104302477,0.31605933947780096,1.0,8/21,14.23%,pla2g2e;pla2g4f;pla2g5;plb1;pla2g2a;pla2g4d;pla2g6;pla2g2c
prerank,Gastric acid secretion,0.49046219902228505,1.3560427086982167,0.0707182320441989,0.327346636370286,1.0,22/68,18.93%,adcy8;calml3;adcy1;cftr;calml4;atp1a4;itpr3;adcy2;kcnj2;sstr2;atp1a2;atp1b2;camk2a;adcy7;gnai1;atp4b;prkca;atp1b1;adcy3;plcb2;camk2b;adcy6
prerank,Arachidonic acid metabolism,0.5145362409132443,1.355656124819069,0.07934655775962661,0.3204100487715101,1.0,14/47,9.54%,gpx2;cbr3;pla2g2e;pla2g4f;pla2g5;ptgds;ptges;cbr1;plb1;alox12b;gpx7;alox5;hpgds;pla2g2a
prerank,Ovarian steroidogenesis,0.5192381849060773,1.344211843368941,0.0779976717112922,0.345901285386278,1.0,19/42,24.56%,adcy8;adcy1;pla2g4f;cga;adcy2;alox5;acot2;hsd3b1;pla2g4d;adcy7;cyp1a1;adcy3;bmp6;lhb;adcy6;pla2g4c;cyp17a1;bmp15;ptgs2
prerank,Dilated cardiomyopathy,0.47467274050646163,1.3419519931587094,0.04589114194236926,0.3440918113817718,1.0,44/93,27.32%,adcy8;adcy1;itga2;itga6;tgfb2;adcy2;itgb6;itga3;mybpc3;actc1;cacng1;cacna1c;itga8;lama2;cacng7;cacnb1;itga11;itgb8;cacna2d4;adcy7;myl3;cacna1f;adcy3;tpm4;itgb3;slc8a1;tnf;tgfb3;cacnb3;tpm1;adcy6;itgb5;itgb4;lmna;cacna2d1;sgca;tgfb1;itgav;adrb1;itga5;cacng8;itga4;atp2a3;itgb7
prerank,Phagosome,0.4576386635825434,1.3406491407698489,0.04320337197049526,0.3397977662263178,1.0,43/112,26.02%,atp6v1b1;itga2;tubb2b;cd14;tuba8;tubb3;sftpd;cybb;cd36;dync1i1;tlr6;clec7a;tubb6;thbs1;thbs2;tuba1a;ncf4;tlr2;tubb2a;coro1a;ctss;tfrc;itgb3;tuba1b;mpo;mrc2;cyba;ncf2;atp6v0d2;atp6v1g2;itgb5;tcirg1;atp6v0e2;tap2;itgb2;ncf1;thbs3;c3;itgav;atp6v1c1;tubb4b;tap1;itga5
prerank,Melanogenesis,0.46706728561459065,1.3400768279679875,0.05387931034482758,0.333897119720254,1.0,24/92,18.93%,adcy8;calml3;adcy1;wnt7a;wnt10a;wnt16;calml4;fzd9;adcy2;wnt7b;wnt10b;fzd10;camk2a;adcy7;gnai1;mapk3;prkca;adcy3;edn1;wnt11;wnt4;plcb2;camk2b;adcy6
prerank,Cushing syndrome,0.4515100426706372,1.3390437148184147,0.02079002079002079,0.32944641779904504,1.0,34/148,17.09%,crhr1;adcy8;adcy1;wnt7a;cdkn2b;wnt10a;wnt16;cdkn1a;cdkn2a;nr5a1;fzd9;cacna1h;itpr3;ccne1;adcy2;rasd1;wnt7b;wnt10b;fzd10;cacna1c;hsd3b1;cdkn2c;kcna4;ccnd1;camk2a;adcy7;gnai1;mapk3;e2f1;cacna1f;adcy3;wnt11;wnt4;plcb2
prerank,Lysine degradation,-0.35814096579737204,-1.3358927898536588,0.04504504504504504,0.23258037922506183,0.851,23/58,22.92%,aadat;colgalt2;hykk;aass;gcdh;smyd1;pipox;dld;aldh7a1;acat1;bbox1;kmt2c;setmar;echs1;dlst;setd1b;dhtkd1;setd2;prdm2;ehmt1;aldh9a1;aldh2;nsd1
prerank,Regulation of actin cytoskeleton,0.4465048943355645,1.3353597571338929,0.012133468149646108,0.3329350526724307,1.0,71/203,25.07%,pak6;itgad;fgf21;itga2;fgd1;src;lpar2;pak3;itga6;pak1;pdgfb;itgax;iqgap3;itgb6;cxcr4;itga3;fgd3;diaph3;limk1;fgf23;bdkrb2;fgf7;arpc1b;itga8;pdgfd;lpar5;chrm2;myl12b;fgf5;itga11;itgb8;gsn;pik3cd;myl12a;lpar1;iqgap1;pdgfa;pfn2;mapk3;vav1;limk2;itgb3;itgae;pdgfrb;nckap1l;abi2;arhgef6;myh9;rras;rac2;tmsb4x;myh14;itgb5;vav3;git1;itgb4;mylk4;itgb2;baiap2;msn;pip4k2a;actr3;chrm4;myl10;ssh1;arhgef7;apc2;arpc2;actn1;fgfr1;itgav
