,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
aasdhppt,879.9396296020345,-0.7654337697011167,0.11665296175284455,-6.561631682553074,5.322214495054368e-11,3.2265925376267107e-10
aass,7038.2047853708345,-1.0184287719056229,0.23788159583068705,-4.2812423901447705,1.8585278539413118e-05,5.6336625572596014e-05
aatf,362.4866398051627,-0.05578432658153395,0.12738429253627587,-0.4379215480248318,0.6614431547097608,0.7208987191780539
aatk,86.92825522034002,-1.2431841991134513,0.2475507526564839,-5.021936656514906,5.115305485500516e-07,1.9084024311290385e-06
abat,6400.080208807251,-0.7437273125460703,0.21491225369903444,-3.4606091544114297,0.0005389546851760613,0.0012157814991180919
abca1,7305.108728478503,-0.27910272310765255,0.1623807781153974,-1.7188162684459216,0.08564783229752412,0.13303109513105643
abca12,15.092520560157274,-0.18611846855312617,0.4048320896626218,-0.45974238037363396,0.6457011458210886,0.7117387630073363
abca13,6.2435029305774234,0.7290906266106703,0.6684238737481291,1.0907609007475416,0.2753781051071902,0.34690488565451233
abca2,942.374960635031,-0.2444136046415806,0.0925097145203729,-2.6420317683258525,0.008241032563340411,0.015987603172880397
abca3,1286.1360403795886,-0.10208690489323267,0.15217194855567603,-0.6708654641159539,0.5023062390748736,0.5665547115146831
abca4,25.501258009104287,0.024632104175993333,0.28787149184946714,0.08556631994971518,0.9318111730186133,0.9318111730186133
abca5,380.5610827572904,1.1199176163015865,0.16732042020908727,6.693251277412003,2.182658673190196e-11,1.5122706521389217e-10
abca6,7285.055170729837,-0.2839208353425574,0.07712731277150246,-3.681197038248978,0.00023214151516072864,0.0005629431742647669
abca7,203.59156984938326,0.26054463911280673,0.15743708413426752,1.654912757978963,0.0979421959574508,0.14844364074801136
abca9,391.6996554635131,0.27352269021693415,0.21121303274096775,1.295008582885996,0.1953172686786765,0.26057478077579216
abcb10,650.9384662186936,-0.9895407223834813,0.12579898124849095,-7.866047185460428,3.6602253106097445e-15,5.072026501844932e-14
abcb11,18136.029727978414,-1.1962608609679446,0.2005069448870458,-5.966181678354582,2.42869854507245e-09,1.1218274232001316e-08
abcb4,5675.180074859451,0.6342115869575619,0.14920255237374022,4.250675185293838,2.131270607651932e-05,6.264643907340527e-05
abcb5,0.7991579698374233,-2.0909810775485487,2.0273699005414096,-1.0313762066755314,0.30236443413766323,0.37601730911991454
abcb6,1417.240427152349,0.2525821340745536,0.08429091844381109,2.9965521640736017,0.0027305151726977057,0.005405305545952601
abcb7,1811.1086102659717,-0.39738367584889195,0.09520829509055372,-4.173834595724413,2.9951524361950645e-05,8.544993715027096e-05
abcb8,566.6339799088133,0.13230406274093076,0.10607946073686363,1.2472165848308638,0.21231809335977803,0.27830885210673606
abcb9,50.969261573798384,0.7274943760050351,0.20026764954922086,3.6326105471479795,0.00028056831345926275,0.0006637835708670362
abcc1,281.00799856325375,1.1306304101889553,0.27466237528969323,4.116437167618795,3.847741621875528e-05,0.00010663741066340748
abcc10,98.75586844902956,0.15672333227800228,0.16465202342978946,0.9518457715451757,0.34117520498344167,0.40358530345602245
abcc12,413.446120449965,7.486250619535975,0.53916988771651,13.884771368152089,7.834998157597415e-44,7.599948212869492e-42
abcc2,9492.807100027001,0.4660532772997143,0.2084777585229597,2.235505986833544,0.02538414902722084,0.0447684082843713
abcc3,5451.325382750369,1.6341685173285576,0.19906810158924387,8.209092789263106,2.2286595621943154e-16,3.602999625547477e-15
abcc4,885.3362995128946,4.18085512443955,0.3420386995173328,12.22333943597422,2.3330037517543906e-34,1.1315068196008795e-32
abcc5,528.5023128113306,2.4491084757584995,0.25439113956361536,9.627334033566264,6.129918755223668e-22,1.1892042385133915e-20
abcc6,1804.9951411255317,-0.7884339373925462,0.13255655233644378,-5.947906184157613,2.7159417338010207e-09,1.1974834008122682e-08
abcc8,0.3331559150760531,0.6392209923355566,2.349691840390411,0.2720446065937512,0.7855877211657016,0.8278833850106034
abcc9,1242.5370786926337,-0.29944077658124263,0.19451564228888893,-1.5394174630774526,0.1237024134582803,0.17390049428193027
abcd1,398.9428407746739,0.2582625535574932,0.16607845095255613,1.5550635984151338,0.11993092334563317,0.17107793477244732
abcd2,716.8512741801218,3.349248916163624,0.2871571346631768,11.663471012455085,1.958905987510368e-31,6.333796026283523e-30
abcd3,9758.35124385311,-0.9802172883550491,0.19325187255348128,-5.072226599428059,3.931877949800838e-07,1.525568644522725e-06
abcd4,122.23608195516503,-0.3361885225063718,0.15429584507817726,-2.1788566136439695,0.029342321701799963,0.04993342465043152
abce1,2996.4551934647475,-0.37516114486435115,0.08617348546498432,-4.3535565822830025,1.3394650281067288e-05,4.191229281495248e-05
abcf1,1161.4234528241282,0.14845141015563967,0.08333895070428196,1.7812968474057382,0.07486396925189437,0.1210300836238959
abcf2,941.4105045056587,-0.11830922606679675,0.09903293688318442,-1.1946452341037805,0.23222566811763046,0.2963932869396073
abcf3,1085.7893481071374,-0.3557925272072648,0.09519489111715332,-3.737517035125365,0.00018584650186163044,0.0004743976494888988
abcg1,475.853346196641,1.225189782755371,0.1769659302692041,6.923308802386923,4.412145186196419e-12,3.8907098460095696e-11
abcg2,2746.2321939561916,0.30513788781070006,0.23604052505372208,1.2927351680024082,0.19610267006837967,0.26057478077579216
abcg4,1.4697010236500543,-1.2072916042378359,1.1970350653473383,-1.0085682860823475,0.3131817232715697,0.3845395842701552
abcg5,1586.8869674393525,1.1285943227006299,0.16436948891304431,6.866203272662637,6.5933107575925114e-12,5.32959286238728e-11
abcg8,1383.1692965715954,0.7408507549066156,0.12222296886797827,6.061469147479647,1.348837640691791e-09,6.5418625573551866e-09
abhd10,144.1056830201122,0.1591549056575264,0.10854027366623085,1.4663212122252354,0.14256079924456908,0.19754853609604572
abhd11,519.204951291371,0.0644202091737067,0.13613718393994292,0.4732006885211152,0.6360700066010843,0.7091815016127032
abhd12,716.6094517298883,0.3213247299236305,0.1700959288187735,1.8890794868228844,0.058881178658534906,0.09680464965894722
abhd12b,7.970301002289509,0.3661683539901759,0.5167746224956028,0.7085648908645695,0.4785945301154074,0.5461608167199355
abhd13,718.6883326795578,-0.3337539232248403,0.10409742183245288,-3.2061689650875764,0.0013451497781762974,0.0027761601804915073
abhd14a,152.02521923226223,-0.5787169464129069,0.14919418801490994,-3.87895101084683,0.00010490787738692438,0.0002826684474036574
abhd14b,2295.6972284980716,-0.7602996097742156,0.13296099334945158,-5.7182154752407435,1.0764858185795756e-08,4.3507968500924516e-08
abhd15,567.1584497976627,-0.4471450092682375,0.18972296365309774,-2.3568312483555105,0.01843162068689808,0.033733343521304034
abhd16a,662.5371400513453,-0.01866243535862293,0.09836853319208252,-0.1897195653225927,0.8495288883443788,0.8674137070463658
abhd16b,3.1424639756372432,1.3883278258803784,0.7250302539159618,1.914855026230808,0.055510994678221855,0.09283735316875034
abhd17a,756.1790386421377,0.14886112408978977,0.15300454612329747,0.9729196148840653,0.33059325543935325,0.39589562688416374
abhd17b,414.1203886707777,-0.31489574857789565,0.14163484444540944,-2.2232929319823307,0.026196053813747483,0.045375307498812606
abhd17c,841.1528153780823,-0.8093717003846297,0.16908145158221666,-4.786874567320998,1.6939863073839062e-06,5.6660921315944445e-06
abhd18,568.3949053005764,-1.0900511990566126,0.16692105812298835,-6.530339618704412,6.562072219297932e-11,3.549777113109127e-10
abhd2,4160.068736198083,2.2527568834378515,0.30291282455844537,7.436980876335247,1.0301245642843468e-13,1.080251312750593e-12
abhd3,1192.5074291186434,-0.03107667225325753,0.11886180758492483,-0.26145212566327286,0.7937438639792384,0.8278833850106034
abhd4,923.5105071086195,0.8576296114410996,0.1154797053013925,7.4266695537779315,1.11366114716556e-13,1.080251312750593e-12
abhd5,938.7184093533923,0.06906231802962526,0.27634287693526216,0.24991531822911517,0.8026528368090298,0.8282694167071902
abhd6,289.7297245907548,-0.43358665527093426,0.1792131364968532,-2.419391032077314,0.015546517882510328,0.029000235280836575
abhd8,120.95284028568697,0.5382456924067532,0.22226304452374987,2.4216607558853047,0.01544976594852678,0.029000235280836575
abi1,1141.4930719274992,0.20771709198383542,0.0928745303136303,2.2365345082488215,0.025316779480908668,0.0447684082843713
abi2,317.7268698207294,0.8287483140877632,0.22292206977347076,3.7176593368701525,0.00020107716476360112,0.0005001149995402387
abi3,180.0615956445328,0.7236617623079228,0.1647242569946844,4.393170596187756,1.117093985946835e-05,3.6119372212281e-05
abi3bp,129.484603716868,-1.7277183759732901,0.297777179790718,-5.802050973776953,6.550863910917345e-09,2.7627556493868802e-08
abl1,599.3054203963931,0.47524131389965096,0.14104620287518146,3.36940168690833,0.0007533155918815718,0.0015885133133154885
abl2,435.0735271202172,0.6596062376484161,0.189466134523508,3.481393861268519,0.0004988114269174236,0.0011520168669283352
ablim1,839.5248951562908,0.2553401811106355,0.1482613242104893,1.7222305444144312,0.08502776380864342,0.13303109513105643
ablim2,64.90067911545144,0.1428554548050118,0.1955659863324646,0.7304718856486412,0.4651017919103573,0.5370818311345792
ablim3,406.45887135022514,-0.7913699994053021,0.23463787692543567,-3.3727291167776263,0.000744271353330812,0.0015885133133154885
abo,0.3480067016663802,-0.3774834002123199,2.804887399395194,-0.13458058968560202,0.8929434891595579,0.9022449838383033
abr,416.7373258545327,1.7342762954882505,0.15256894908465962,11.367164196208172,6.0935251848959015e-30,1.477679857337256e-28
abra,7.263087194600467,-0.24238430875774664,0.7983225303272309,-0.30361702137905816,0.7614196822184647,0.8206412130576786
